sentence,label
Is there a list of holidays the company observes for this year?,2038
What are the company's official holiday dates for this calendar year?,2038
Can you provide information on the company's holiday schedule for this year?,2038
How many days off does the company offer for this year?,2038
Please share the most recent company holiday calendar.,2038
Are there specific dates when the company will not be operational due to holidays this year?,2038
Tell me about the official holidays recognized by the company for this year.,2038
Could you share the company's holiday plan for this year?,2038
What are the scheduled company holidays for the current calendar year?,2038
Is there a document with the company's holiday dates for this year?,2038
Can you provide details on the days the company will be closed for holidays this year?,2038
How many holidays are designated by the company for this year?,2038
I'd like to know the most up-to-date information on the company's holiday dates.,2038
What is the company's holiday calendar for this year?,2038
Can you give me insights into the company's holiday schedule for this year?,2038
Which specific days will the company observe as holidays in the current calendar year?,2038
Are there any changes in the company's holiday dates for this year?,2038
When are the company's official public holidays for this year?,2038
When are the company's official PH for this year?,2038
Can you share the company's holiday list for this calendar year?,2038
Can you provide me with a list of the company's holiday dates for this year?,2038
What are the official public holidays observed by the company for the current year?,2038
What are the official PH observed by the company for the current year?,2038
When can I expect the company to be closed for holidays this year?,2038
Tell me about the company's holiday calendar for this year.,2038
Are there any specific dates when the company will be closed for holidays this year?,2038
How many company holidays are there for this year?,2038
I'd like to see the most up-to-date information on the company's holiday dates.,2038
What is the company's holiday schedule for this year?,2038
My department holidays?,2038
Can you provide information about the holidays observed in my department?,2038
What are the holidays scheduled for my department?,2038
Could you share the list of holidays specific to my department?,2038
What holidays does my department observe throughout the year?,2038
Can you inform me about the departmental holiday schedule?,2038
What are the designated holidays for employees in my department?,2038
Could you let me know the holidays that apply to my department?,2038
What is the holiday calendar for employees in my specific department?,2038
Can you provide details on the holidays observed by members of my department?,2038
What holidays are applicable to employees within my department?,2038
Could you share information on the approved holidays for my department?,2038
What is the holiday policy for employees in my department?,2038
Can you inform me about the departmental holiday calendar?,2038
What are the designated holidays for members of my department?,2038
Could you provide details on the holidays recognized within my department?,2038
What holidays are scheduled for employees in my specific department?,2038
Can you let me know the official holidays for members of my department?,2038
What is the holiday schedule for employees working in my department?,2038
Could you share information on the holidays observed within my department?,2038
What are the approved holidays for employees in my particular department?,2038
When is my department holidays?,2038
What are the scheduled company holidays for the current calendar year?,2038
When is the upcoming holiday?,2039
This year upcoming public holiday?,2039
What are the upcoming public holidays for the current year?,2039
Can you provide a list of the upcoming public holidays for this year?,2039
When is the upcoming public holiday scheduled for this year?,2039
When is the upcoming public holiday?,2039
When is upcoming public holiday?,2039
What is the upcoming PH?,2039
Is there any upcoming PH?,2039
List the available upcoming PH for the company.,2039
When is the upcoming holiday?,2039
Could you tell me the date of the upcoming public holiday for this year?,2039
What are the upcoming public holidays in the current calendar year?,2039
Can you provide me with a list of the upcoming public holidays for this year?,2039
When is the upcoming scheduled public holiday for this year?,2039
Could you inform me of the date of the upcoming public holiday?,2039
When is the upcoming public holiday?,2039
Do we have any public holidays coming up?,2039
List the available upcoming public holidays for the company.,2039
What is the upcoming public holiday on the calendar?,2039
When is the upcoming company holiday?,2039
What's the upcoming public holiday for this year?,2039
Can you tell me the upcoming public holidays in the current year?,2039
Please provide a list of the upcoming public holidays for this year.,2039
When is the upcoming public holiday scheduled for this year?,2039
When can I expect the upcoming public holiday?,2039
When is the upcoming national holiday?,2039
What's the upcoming upcoming public holiday?,2039
Is there an upcoming public holiday?,2039
List the forthcoming public holidays for the company.,2039
When can I expect the upcoming holiday?,2039
Could you let me know the date of the upcoming public holiday for this year?,2039
Can you share the upcoming public holiday dates for this year?,2039
When is the upcoming scheduled public holiday?,2039
What's the date of the upcoming public holiday?,2039
When will the upcoming public holiday occur?,2039
Do we have any upcoming public holidays?,2039
Please list the available upcoming public holidays for the company.,2039
What is the upcoming public holiday on the calendar?,2039
What are the upcoming public holidays?,2039
Tell me about the holidays coming up this year.,2039
When can I expect the upcoming holiday?,2039
List the forthcoming public holidays.,2039
What's on the calendar for upcoming holidays?,2039
When is the upcoming scheduled holiday?,2039
Please provide information on the upcoming holidays.,2039
Any upcoming public holidays to note?,2039
When will the upcoming holiday occur?,2039
Give me details on the holidays that are coming soon.,2039
This year upcoming PH?,2039
What are the upcoming PH for the current year?,2039
Can you provide a list of the upcoming PH for this year?,2039
When is the upcoming PH scheduled for this year?,2039
When is the upcoming PH?,2039
When is upcoming PH?,2039
What is the upcoming public holiday?,2039
Is there any upcoming public holiday?,2039
List the available upcoming PH for the company.,2039
When is the upcoming holiday?,2039
Could you tell me the date of the upcoming upcoming PH for this year?,2039
What are the upcoming PH in the current calendar year?,2039
Can you provide me with a list of the upcoming PH for this year?,2039
When is the upcoming scheduled PH for this year?,2039
Could you inform me of the date of the upcoming PH?,2039
When is the upcoming PH?,2039
Do we have any PH coming up?,2039
List the available upcoming PH for the company.,2039
What is the upcoming PH on the calendar?,2039
What's the upcoming PH for this year?,2039
Can you tell me the upcoming PH in the current year?,2039
Please provide a list of the upcoming PH for this year.,2039
When is the upcoming PH scheduled for this year?,2039
When can I expect the upcoming PH?,2039
What's the upcoming upcoming PH?,2039
Is there an upcoming PH?,2039
List the forthcoming PH for the company.,2039
Could you let me know the date of the upcoming PH for this year?,2039
Can you share the upcoming PH dates for this year?,2039
When is the upcoming scheduled PH?,2039
What's the date of the upcoming PH?,2039
When will the upcoming PH occur?,2039
Do we have any upcoming PH?,2039
Please list the available upcoming PH for the company.,2039
What is the upcoming PH on the calendar?,2039
What are the upcoming PH?,2039
List the forthcoming PH.,2039
Any upcoming PH to note?,2039
Next month holiday?,2039
I need to know next month's holiday.,2039
May I know when is my applied leave for this month and next month?,2040
My applied leave this/next month,2040
Can you help me check when my applied leave is scheduled for this month and next month?,2040
Is there a way to find out the dates of my applied leave for both this month and the following month?,2040
I'm curious about the dates of my leave that have been applied for this month and next month. How can I retrieve that information?,2040
List out my leave,2040
My upcoming leave,2040
Can you please list out my upcoming leave dates?,2040
Can you provide me with the dates of my approved leave for this month and next month?,2040
When are my approved leave days for this month and the following month?,2040
I would like to know the dates of my leave applications for both this month and next month. How can I access this information?,2040
Please list out my leave schedule for July and August.,2040
When is my next scheduled leave?,2040
Can you show me the dates of my upcoming leave?,2040
What are the dates for my leave applications in the current and next month?,2040
May I know when my leave has been approved for this month and the following month?,2040
When are my leave days for July and August?,2040
Could you provide me with the dates of my leave for July and August?,2040
Can you inform me about my approved leave for this month and next month?,2040
What are the dates of my leave applications for this and the following month?,2040
May I know when my leave has been sanctioned for this and next month?,2040
When can I expect my applied leave for this month and the next?,2040
"List my leave dates for July and August, please.",2040
What are the dates for my upcoming leave?,2040
Can you provide information on my leave approvals for this month and the following month?,2040
Can you show me the dates of my next leave?,2040
Please list out my approved leave for July and August.,2040
What are the approved leave days for this and the next month?,2040
Could you give me the details of my leave applications for both this month and next month?,2040
When will my leave be scheduled for this month and next month?,2040
May I inquire about my leave status for this and the next month?,2040
What are my leave days for July and August?,2040
Can you provide me with the dates of my applied leave for July and August?,2040
When is my upcoming leave application?,2040
Please share my leave schedule for this month and the following month.,2040
What are the upcoming leave dates that have been approved?,2040
Can you tell me when my approved leave is for this month?,2040
I'd like to know the dates of my leave application for this month. Can you help?,2040
What are my leave dates for this month?,2040
Please provide information on my approved leave for the current month.,2040
When are my leave days scheduled for this month?,2040
May I know when my leave has been sanctioned for this month?,2040
When can I expect my applied leave for this month?,2040
Tell me about my leave status for this month.,2040
What are the approved leave days for this month?,2040
Could you give me the details of my leave application for this month?,2040
Can I know which day I applied leave?,2040
May I know which day I applied leave?,2040
Is there a way for me to know the specific day I applied for leave?,2040
Is there a method to know the exact day I applied for leave?,2040
Is there a process to know the day I initiated my leave application?,2040
How can I know the specific day I submitted my leave application?,2040
How many medical leaves have I applied?,2040
Medical leave that I have applied?,2040
How many ML have I applied?,2040
Any Medical Leave I have applied?,2040
Is there any of my applied leave still pending?,2041
My pending applied leave,2041
My pending leave application,2041
My leave application in pending status,2041
My leave application in pending,2041
Show pending leave,2041
Is my leave application still pending?,2041
List out my pending leave application,2041
Pending leave application,2041
Is there any leave application of mine that is still in a pending status?,2041
Can you please verify the status of my pending leave applications?,2041
Show me the list of my pending leave applications.,2041
Can you provide details of my leave requests that are currently pending?,2041
Do I have any leave applications that have not been approved yet?,2041
Could you check if I have any leave requests that are still pending confirmation?,2041
Any pending leave applications from my end?,2041
I'm curious if there are any pending leave requests for me. Could you verify?,2041
Are there any of my leave applications still in a pending status?,2041
Show me the list of my leave applications that are pending.,2041
Do I have any leave requests that haven't been approved yet?,2041
"List out my pending leave applications, please.",2041
Can you provide information on my pending leave requests?,2041
Do I have any pending leave applications?,2041
Could you verify the status of my pending leave applications?,2041
What is the current status of my pending leave requests?,2041
Is there a way to find out if any of my leave applications are still pending?,2041
Can you provide the information of my leave requests that are currently pending?,2041
Please let me know if I have any leave requests that are still pending.,2041
